Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
8162,49,1.0,42.50346666189677,22.253045981174136,9.0,13,14.0,1973,0.09229064199999999,B,B,21,4346,2,165.0,1,2,B,124593.8781183755
761,63,2.0,64.05606957733083,,1.0,8,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,172608.53510051186
3870,109,1.0,38.45938348379058,23.770703368886622,6.0,16,17.0,2002,0.175054867,B,B,36,10055,3,,1,0,B,216061.89233222642
7952,98,3.0,61.79010834163435,42.777878219509155,6.0,4,9.0,1968,0.00016967599999999998,B,B,36,5992,0,,1,1,B,238423.61293304162
1167,193,2.0,38.47935844837161,25.166244761730947,5.0,6,9.0,1973,0.118537385,B,B,30,6207,1,1183.0,1,0,B,186259.26939452934
5262,188,2.0,42.769906106380304,29.120731696549,5.0,2,9.0,1973,0.127811589,B,B,28,7287,5,320.0,1,3,B,171852.38865536446
8618,66,1.0,41.29202989478887,20.675775892774343,8.0,6,16.0,1984,0.458174486,B,A,26,4439,1,1130.0,1,5,B,167585.35308891506
2709,207,1.0,42.79661669963063,19.887533230488998,10.0,14,18.0,2014,0.072157581,B,B,2,629,1,,0,0,A,186655.02313449586
8511,168,3.0,75.92162028528058,49.318636822111465,10.0,9,16.0,1985,0.0,B,B,36,6714,2,2672.0,0,2,B,388255.7165585226
9624,122,1.0,42.157404963662586,,0.0,13,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,126484.03441514733
1297,139,1.0,42.98435885936496,23.15195156646791,8.0,17,17.0,1993,0.090799103,B,B,74,19083,2,,5,15,B,200293.0147610172
2688,96,1.0,38.7906662923882,19.442692658936004,9.0,2,10.0,1982,0.130617806,B,B,39,10418,9,900.0,1,9,B,164648.8229706076
140,74,2.0,65.93122846554154,,1.0,16,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,148179.55811072708
1435,15,1.0,47.00977660474365,20.80458756952866,8.0,9,10.0,2001,0.033493708,B,B,66,10573,1,1322.0,3,8,B,216432.6441838448
1592,140,1.0,58.16522659645932,25.55189433696856,13.0,5,19.0,2005,0.12209034699999999,B,B,29,6566,7,1894.0,4,0,B,276096.06073119584
7314,132,2.0,60.28701590417737,34.47450161072952,12.0,7,17.0,2013,0.040242764,B,B,25,3478,11,2729.0,3,1,B,91849.92866727222
3409,86,1.0,60.22234182323664,,1.0,21,25.0,1977,0.23610845800000002,B,B,16,3893,27,,3,10,B,411959.3007396164
2652,96,1.0,34.90787473420694,22.550635258739604,5.0,7,5.0,1961,0.130617806,B,B,39,10418,9,900.0,1,9,B,91168.98577670944
7488,63,2.0,62.45581187167286,,1.0,10,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,185365.70918556195
3552,178,1.0,41.912580424219215,19.678423219487048,10.0,9,16.0,2005,0.041116354,B,B,53,14892,4,,1,4,B,149635.38731517128
6772,177,1.0,40.93690634945908,21.21382406690117,7.0,14,17.0,2013,0.460556389,B,B,20,4386,14,,1,5,B,171344.14363802626
3178,74,3.0,71.41798853459603,,1.0,3,4.0,2014,0.034656082000000005,B,B,0,168,0,,0,0,B,117874.72756752065
7130,74,2.0,55.46056063691723,51.52379682707278,1.0,4,17.0,2018,0.034656082000000005,B,B,0,168,0,,0,0,B,120883.15631521546
213,208,2.0,54.66392386632509,29.266790053458664,9.0,13,17.0,1999,0.000991363,B,B,33,6783,3,,1,9,B,377445.07893266756
1837,207,3.0,117.87053187796518,120.7952310978832,1.0,10,12.0,2019,0.072157581,B,B,2,629,1,,0,0,A,240807.79734785442
4460,63,2.0,60.392095877109746,,1.0,9,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,178109.7161689242
8726,116,1.0,56.72475419057101,,0.0,4,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,135721.83974457544
796,57,3.0,48.87876711492832,48.082068226188746,1.0,13,1.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,170574.39355787766
2393,57,1.0,47.19909462410274,,1.0,16,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,160222.4019609974
4883,36,3.0,76.02459284446736,46.95691745880602,9.0,14,16.0,1979,0.002211665,B,B,39,7614,3,,1,5,A,421257.763873729
9739,49,1.0,38.6683959055619,22.102823287347146,6.0,16,16.0,1987,0.09229064199999999,B,B,21,4346,2,165.0,1,2,B,131950.13359624302
9455,11,3.0,74.70569457573798,45.4171111931839,8.0,9,14.0,1997,0.265088676,B,B,37,5288,0,1937.0,3,2,B,402216.5433613575
9307,27,1.0,34.989148054471954,18.46928337164615,6.0,5,9.0,1970,0.036122292,B,B,24,4378,0,1036.0,1,1,B,146043.79801533412
9373,77,3.0,85.28248851649552,49.03351262633275,10.0,16,18.0,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B,314334.9194084845
8641,207,2.0,73.75513293793348,,1.0,10,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A,202988.04024120708
7825,15,1.0,39.295415910033185,40.57618120056251,8.0,12,10.0,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B,177830.97474172458
5059,86,1.0,32.32461062306128,,0.0,5,9.0,1977,0.23610845800000002,B,B,16,3893,27,,3,10,B,160008.21236543995
2142,77,3.0,80.16862906188881,44.246764440700495,12.0,3,12.0,2009,0.033493708,B,B,66,10573,1,1322.0,3,8,B,328648.1285113075
3397,39,2.0,55.05519931167854,38.11975674167821,8.0,5,8.0,1958,0.0,B,B,25,5027,4,46.0,1,1,B,387107.550204528
8702,107,1.0,25.41051291468101,14.988742882474101,7.0,10,16.0,1996,0.21843974,B,B,21,4472,6,1450.0,4,7,A,119853.83158540528
5373,207,2.0,47.50650628108706,29.47699349204293,8.0,8,16.0,2014,0.21140121399999998,B,B,9,1892,0,,0,1,B,165683.08477897302
7865,125,2.0,52.20965224820481,52.35714524566519,1.0,17,17.0,2016,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,145822.09803098673
2403,166,2.0,45.49782581400208,28.410568032016677,5.0,4,5.0,1963,0.0,B,B,36,6714,2,2672.0,0,2,B,200379.48948352414
1411,180,1.0,35.346860366820984,19.95289755240995,10.0,11,14.0,1971,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,162624.87216169786
2348,87,1.0,55.54535428736576,22.696217459665387,13.0,14,15.0,2012,0.341071945,B,B,27,5664,48,2300.0,3,11,B,128832.53530224775
7888,109,2.0,44.793882369924304,28.362624915128325,5.0,8,9.0,1968,0.175054867,B,B,36,10055,3,,1,0,B,200377.7284718111
3393,143,1.0,41.995577099608795,43.681046390466356,1.0,12,20.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,150371.0704287088
4283,27,4.0,103.3571253543642,66.48175245311077,10.0,15,18.0,2000,0.036122292,B,B,24,4378,0,1036.0,1,1,B,437758.2823649086
8169,178,2.0,71.59345033688159,41.056041347972176,11.0,7,10.0,2002,0.041116354,B,B,53,14892,4,,1,4,B,254721.1622825809
491,74,2.0,65.4901536264368,,1.0,4,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,182395.44396301312
2070,119,3.0,61.914371211292064,43.4478373935656,6.0,7,9.0,1971,0.019508796000000002,B,B,37,7687,11,176.0,5,5,B,352123.6315368624
7164,74,3.0,66.03304500970015,,1.0,9,12.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,130284.35197633068
3898,164,2.0,49.28520088966933,31.84773289921996,6.0,7,12.0,1977,0.298204575,B,B,16,4048,3,,1,3,B,204117.83359830946
6138,81,2.0,45.07345830779868,27.988971133499426,6.0,1,9.0,1980,0.050900058,B,B,43,10621,1,30.0,2,3,B,91840.25273111089
1634,74,1.0,42.60304329412371,,0.0,8,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,111728.61809770348
7535,4,1.0,34.61915561052068,17.958097641599444,8.0,4,14.0,1974,0.21843974,B,B,21,4472,6,1450.0,4,7,A,193741.17296586387
5,207,2.0,58.93814814350882,,0.0,10,17.0,1977,0.21140121399999998,B,B,9,1892,0,,0,1,B,130992.03301488985
3090,165,2.0,46.856432704010544,28.24196376526462,5.0,7,9.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B,236804.2800366586
6059,50,2.0,58.13990093117864,36.95460335615113,10.0,14,18.0,1983,0.0,B,B,25,5027,4,46.0,1,1,B,363907.45214935375
6592,28,3.0,76.49091073656092,47.97260155066218,10.0,4,17.0,1989,0.041365446,B,B,31,5569,0,,1,4,B,91354.54925065245
8396,133,2.0,75.5499349985471,77.18844745256928,1.0,5,1.0,2015,0.006076152,B,B,30,5285,0,645.0,6,6,B,397618.124120735
305,128,2.0,57.393129278875676,59.021193644258794,1.0,15,17.0,2015,0.069753361,B,B,53,13670,4,,1,11,B,278693.7651538604
1180,45,2.0,46.63681680859408,31.408582789032412,5.0,3,5.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B,214139.52741033415
5440,207,2.0,62.24596190119311,62.18428445082657,10.0,5,5.0,2016,0.072157581,B,B,2,629,1,,0,0,A,197796.4992287549
7380,98,3.0,64.22642281406812,47.72993021144321,5.0,6,9.0,1974,0.00016967599999999998,B,B,36,5992,0,,1,1,B,214886.1227378646
9471,15,1.0,40.10998752222845,21.89717223533811,8.0,14,12.0,1998,0.033493708,B,B,66,10573,1,1322.0,3,8,B,186016.01277826712
4607,139,1.0,43.71130200188074,20.130060925637032,8.0,18,17.0,1989,0.090799103,B,B,74,19083,2,,5,15,B,171513.50771745265
2268,96,3.0,55.187641171416594,36.945756413517906,6.0,9,9.0,1974,0.130617806,B,B,39,10418,9,900.0,1,9,B,193455.82251682717
2386,113,1.0,40.573352581616405,22.801311142114358,7.0,12,14.0,2003,0.090799103,B,B,74,19083,2,,5,15,B,200291.7364220247
231,207,1.0,41.47323386478706,,10.0,2,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,89104.35527334269
6259,125,2.0,59.33846048600814,62.13473646786253,0.0,25,25.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,171739.19921978915
805,31,2.0,53.55140764373775,30.43463989394005,8.0,11,12.0,1982,0.041124634,B,B,46,9515,5,,1,10,B,272761.7158136757
9067,98,2.0,49.19033982853218,35.8291931324669,9.0,7,14.0,1971,0.012338886,B,B,35,5776,1,2078.0,2,4,B,204268.9223940859
7759,101,3.0,77.18506451374246,48.87952085640563,9.0,21,22.0,1988,0.0,B,B,25,5027,4,46.0,1,1,B,505464.8844304723
6119,58,1.0,42.598591753263996,20.866349133394948,8.0,6,17.0,1983,0.300322518,B,B,52,10311,6,,1,9,B,200516.18747727526
7422,156,2.0,85.0876429469312,77.97632451272267,10.0,7,10.0,2020,0.341071945,B,B,27,5664,48,2300.0,3,11,B,536020.2603444697
8879,80,3.0,97.2056593706172,52.50676240512282,11.0,10,20.0,2015,0.31392455199999997,B,B,22,4625,11,3855.0,2,10,B,260147.28181994212
8127,166,2.0,57.972239710976226,52.44059586393259,8.0,2,14.0,1973,0.0,B,B,36,6714,2,2672.0,0,2,B,299500.1276286233
1883,64,2.0,53.18503072277139,33.84145415411394,8.0,7,17.0,1998,0.100455735,B,B,43,7227,0,,1,6,A,247923.16938811343
8348,57,1.0,37.96212156473994,,10.0,10,15.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,92607.54461082212
8,117,3.0,56.44935231292608,35.44365323491307,6.0,2,9.0,1964,0.050755569,B,B,24,5469,1,145.0,0,1,B,317253.7447269265
4648,157,1.0,38.68862752768964,22.07185723267712,8.0,15,17.0,1997,0.0,B,B,30,5562,0,,0,5,A,188489.49055623185
7371,117,3.0,67.13006330000847,45.92223768487707,8.0,8,14.0,1972,0.050755569,B,B,24,5469,1,145.0,0,1,B,283417.8630893757
6922,63,3.0,80.2881356694835,1.2970302250181545,1.0,14,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,254966.79811189428
1279,143,3.0,79.75135451634962,80.10194484207379,1.0,14,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,244566.5754926657
5621,105,2.0,65.88957063664934,32.21466361299832,10.0,10,22.0,1987,0.037177818,B,B,52,11217,1,2300.0,1,7,B,284310.012068375
4597,96,3.0,64.93060141261485,42.38547881445104,8.0,7,9.0,1977,0.035145267,B,B,42,9292,3,2620.0,0,3,B,388441.78372356365
8873,51,1.0,42.43546122959852,,0.0,15,22.0,2014,0.0077202819999999985,B,B,38,4788,2,,0,4,B,117873.37056064654
1039,125,1.0,42.769273147409095,,1.0,4,17.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,126995.13022065355
5054,10,1.0,28.145333602649625,17.650399235811264,4.0,4,5.0,1932,0.0,B,B,30,7538,87,4702.0,5,5,B,201311.77181779503
2043,143,2.0,64.61624383128112,64.28542786767356,1.0,13,20.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,193538.4629580897
1966,122,1.0,41.89766202616219,19.685723525799247,8.0,7,16.0,2010,0.43788524,B,B,23,5735,3,1084.0,0,5,B,172289.85327582393
6212,74,1.0,35.95604435114056,,0.0,4,0.0,1977,0.005767451,B,B,1,388,0,,0,0,B,73940.5956653482
4075,74,2.0,65.89023072165122,,1.0,10,17.0,2015,0.075778755,B,B,6,1437,3,,0,2,B,153884.67669931898
3757,91,4.0,99.0391614552864,71.57583871123792,11.0,2,3.0,1942,0.0006991189999999999,B,B,14,3369,24,4129.0,0,3,B,624156.0033813273
7714,149,3.0,77.08553815383802,46.708043526092304,10.0,6,16.0,1983,0.23610845800000002,B,B,16,3893,27,,3,10,B,365212.5753770981
7246,57,2.0,63.08267808933518,,1.0,25,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,176123.90121454245
1365,128,2.0,59.28049655731993,35.62015108058178,10.0,24,22.0,2007,0.069753361,B,B,53,13670,4,,1,11,B,277811.2921124708
4344,107,1.0,35.853898572645726,20.27054585109868,7.0,6,8.0,1960,0.341071945,B,B,27,5664,48,2300.0,3,11,B,131261.77526393757
6927,207,1.0,37.35733717016822,37.64410802751718,0.0,10,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B,95911.72676726832
4237,180,1.0,36.81956061047092,19.62209762262337,8.0,3,5.0,1963,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,147345.66822790506
1772,157,1.0,39.24758617410917,20.832537557344867,8.0,14,17.0,1988,0.0,B,B,30,5562,0,,0,5,A,128479.27162440734
4570,154,3.0,75.74838686404695,42.925168257833064,10.0,6,16.0,2003,0.0,B,B,27,4798,0,30.0,2,8,B,340197.3008199215
2725,1,1.0,40.78175227759245,19.25159557233821,0.0,9,0.0,1977,0.020741326,B,B,24,5613,5,1340.0,2,5,B,131026.30706501895
6141,181,2.0,50.62447502071526,29.98727566941925,7.0,3,5.0,1953,0.16197556800000001,B,A,31,7010,5,4508.0,3,7,B,322213.2517279428
2836,5,3.0,64.54056050791775,44.77123694577514,6.0,12,12.0,1976,0.0077202819999999985,B,B,38,4788,2,,0,4,B,260139.67649590696
9719,108,2.0,81.04293769954492,46.63300112308362,16.0,15,40.0,1977,0.151346216,B,A,32,5889,10,830.0,4,1,B,547586.0800874212
479,100,2.0,37.55321246802053,25.507647720751795,7.0,2,9.0,1964,0.08761909,B,B,8,1497,5,,1,0,B,177967.15861350187
9141,74,2.0,53.08852278104384,55.391091880858575,0.0,3,1.0,2017,0.005767451,B,B,1,388,0,,0,0,B,82733.31527199424
8428,122,1.0,53.1615050623113,,0.0,9,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,113898.47811062707
3478,209,2.0,81.61461080083502,42.975467745249155,14.0,5,25.0,2009,0.069753361,B,B,53,13670,4,,1,11,B,231391.42061247144
9295,116,1.0,54.11152366274429,55.58865462306157,10.0,10,17.0,2015,0.072157581,B,B,2,629,1,,0,0,A,152513.40351254918
7564,143,1.0,41.97250509002429,42.457421636412704,10.0,14,17.0,2016,0.0071223169999999995,B,B,1,264,0,,0,1,B,142824.7374973892
2654,117,2.0,70.56657120484266,70.69422104004224,12.0,28,30.0,2014,0.050755569,B,B,24,5469,1,145.0,0,1,B,333862.6311519255
5650,143,3.0,89.39727475766855,85.95926575470574,1.0,9,22.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,268268.043754684
194,63,3.0,83.85948828897206,,1.0,16,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,240832.72350779324
9657,20,2.0,45.94804160584957,29.37455272305313,5.0,6,5.0,1960,0.16909109,B,B,19,3856,10,,2,5,B,189813.14899777767
7315,192,2.0,53.16969532546046,29.904448315063487,11.0,11,16.0,1984,0.486245621,B,B,13,2514,19,,0,6,B,245847.98100605945
7230,164,2.0,59.465293274447106,34.50495355772488,8.0,16,16.0,1981,0.101872465,B,B,23,4583,3,,3,3,B,244553.7587534774
9280,15,2.0,52.64409938099379,30.103311639492702,8.0,5,10.0,1994,0.033493708,B,B,66,10573,1,1322.0,3,8,B,265016.17202389997
4364,125,2.0,53.431511124022244,35.39857719559416,8.0,12,17.0,2011,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,184849.20256666155
9399,36,3.0,52.91509371482051,33.370759634156144,6.0,3,9.0,1973,0.002211665,B,B,39,7614,3,,1,5,A,237073.0622546348
8976,11,1.0,35.39087446365862,19.651843353973206,6.0,7,9.0,1971,0.050900058,B,B,43,10621,1,30.0,2,3,B,122806.07488676455
3777,92,1.0,42.167686723743635,23.373138981606594,8.0,11,17.0,1997,0.0,B,B,33,7425,1,,2,5,B,236117.33194543852
244,156,3.0,58.57037093462771,37.434125981371615,5.0,4,5.0,1961,0.341071945,B,B,27,5664,48,2300.0,3,11,B,305732.5862953504
6472,109,4.0,64.74015091637429,46.62768653980071,5.0,4,9.0,1970,0.175054867,B,B,36,10055,3,,1,0,B,270409.14315945416
9603,143,2.0,64.2263608635554,35.91337299872035,8.0,12,17.0,2016,0.0071223169999999995,B,B,1,264,0,,0,1,B,209569.7743990984
8840,191,3.0,78.69582652030464,49.94797110782172,9.0,9,27.0,2009,0.111627393,B,B,50,12238,8,1970.0,2,3,B,488762.8066878293
3457,80,1.0,39.657066763630006,18.86698703795904,7.0,17,23.0,1988,0.049637257000000004,B,B,34,7759,0,229.0,1,3,B,200128.70189271288
8842,74,1.0,36.232302882965065,,1.0,4,15.0,1977,0.005767451,B,B,1,388,0,,0,0,B,65410.07476873669
3715,91,1.0,46.24823787591102,,0.0,5,0.0,1977,0.0006991189999999999,B,B,14,3369,24,4129.0,0,3,B,516315.770610522
5985,117,1.0,38.882968124695395,19.442342166036703,6.0,6,9.0,1963,0.060753049,B,B,15,2787,2,520.0,0,7,B,171571.98812408652
3287,165,1.0,33.78220666121041,22.550279709026285,6.0,9,9.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B,159383.98483226952
6489,79,3.0,56.07270099754794,42.17202787739832,5.0,6,5.0,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B,247308.6062582761
7659,105,3.0,80.5283768740577,46.31568478101154,10.0,17,16.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,307829.6273044848
5049,66,2.0,64.4161370999176,33.341412172827354,12.0,9,17.0,2010,0.09229064199999999,B,B,21,4346,2,165.0,1,2,B,305559.0288991854
6521,57,1.0,48.57790629263304,2.8686829958560853,1.0,6,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,150822.68156426848
5580,125,2.0,61.5292273908162,35.035881071881576,12.0,13,17.0,2014,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,172761.40752408572
9574,117,2.0,89.70511221622931,89.99103681108022,1.0,12,17.0,2016,0.050755569,B,B,24,5469,1,145.0,0,1,B,337231.5867546469
8358,40,2.0,82.88090883765395,84.51271902982118,1.0,19,22.0,2020,0.195781053,B,B,23,5212,6,,3,2,B,441850.4644397877
4550,184,3.0,68.25531884104447,47.47427588242854,7.0,10,13.0,1971,0.0,B,B,33,7425,1,,2,5,B,352335.196146687
5211,57,3.0,85.94705659960401,,1.0,16,22.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,222992.58182350808
2153,5,1.0,35.67661934405674,18.04412471545013,6.0,4,9.0,1978,0.0077202819999999985,B,B,38,4788,2,,0,4,B,144190.13857080956
5157,70,3.0,81.38870816205903,51.472510414092596,11.0,14,14.0,2003,0.195781053,B,B,23,5212,6,,3,2,B,144561.64722235428
7716,143,1.0,42.62847031762952,,1.0,7,10.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,147472.85088755641
6112,40,2.0,61.85233226717358,,1.0,7,1.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,329708.6689775411
1229,113,1.0,42.361150479821745,20.95513963182488,8.0,15,14.0,1989,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,176995.41320557852
1583,74,1.0,121.98805184614504,,1.0,2,2.0,1977,0.014072961,B,B,2,475,0,,0,0,B,273307.2490927096
7127,26,1.0,34.481866711737645,17.595777956397978,6.0,8,12.0,1975,0.127375905,B,B,43,8429,3,,3,9,B,144561.79485911282
9021,143,3.0,87.87220106032217,,1.0,15,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,252702.05537773023
3294,80,2.0,58.385132394959754,34.93252263165692,8.0,2,14.0,1973,0.049637257000000004,B,B,34,7759,0,229.0,1,3,B,295545.83012714394
3363,20,2.0,42.26257520711967,30.929492347456,5.0,8,9.0,1969,0.174739084,B,B,17,3379,9,100.0,0,3,B,210962.63436713853
9581,168,2.0,48.23056839574729,33.67974461209736,5.0,3,5.0,1964,0.0,B,B,36,6714,2,2672.0,0,2,B,194385.69637663814
6048,171,2.0,49.28494469288335,26.549264782235056,5.0,8,9.0,1970,0.012338886,B,B,35,5776,1,2078.0,2,4,B,214547.34720416536
4508,122,3.0,66.15325282750884,47.79133521566546,9.0,2,12.0,1969,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,209821.95186289406
542,74,2.0,89.14914025778505,48.46079754756136,14.0,14,25.0,2012,0.075778755,B,B,6,1437,3,,0,2,B,143364.94864502025
2567,207,2.0,63.11058281162567,40.80043228442355,11.0,14,13.0,2016,0.017647053,B,B,2,469,0,,0,0,B,177572.8258374342
6800,98,3.0,67.28883269604587,48.53026522872401,9.0,7,12.0,1972,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,321703.5945849645
7819,128,2.0,52.280851618420456,30.496945964943233,8.0,8,9.0,1998,0.069753361,B,B,53,13670,4,,1,11,B,240299.1656301765
6584,155,2.0,45.595235996477506,29.986187612050227,5.0,5,5.0,1961,0.042031587,B,B,37,6856,84,1940.0,2,5,B,260449.03819660304
6401,125,2.0,56.33187561976055,,1.0,18,25.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,157806.71312931896
5640,122,1.0,38.245683692917964,23.785745409303107,8.0,15,16.0,1976,0.060753049,B,B,15,2787,2,520.0,0,7,B,187421.70912963615
1015,143,1.0,41.657661382385655,,1.0,2,22.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,120424.5358752918
8313,154,1.0,39.624196854804495,21.946685520293226,9.0,3,16.0,1997,0.041116354,B,B,53,14892,4,,1,4,B,142486.56832004245
1363,120,3.0,74.74502286998448,47.22401256703844,10.0,12,16.0,1982,0.371148999,B,B,34,7065,1,750.0,2,5,B,258927.2666553255
6060,105,3.0,53.53011316462711,37.0117474595791,6.0,8,9.0,1980,0.037177818,B,B,52,11217,1,2300.0,1,7,B,117408.42365937322
100,84,2.0,53.148246346403425,30.49166052125673,11.0,14,16.0,1978,0.002211665,B,B,39,7614,3,,1,5,A,241951.4636352675
4540,207,1.0,38.37879893846086,41.766511670952866,10.0,11,17.0,2018,0.011654127,B,B,4,915,0,,0,0,B,112870.58294835332
4381,171,3.0,62.8416005822157,48.64591868588667,6.0,5,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B,226202.8347008078
1628,193,1.0,44.410794015538386,25.62217368388711,8.0,14,12.0,1989,0.118537385,B,B,30,6207,1,1183.0,1,0,B,172378.55881143006
1429,207,1.0,42.838125746061024,21.957541060017967,10.0,8,17.0,2004,0.07542368,B,B,11,3097,0,,0,0,B,131064.4349846021
7068,125,1.0,39.7504535639289,,1.0,18,25.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,140034.83647284633
2261,42,1.0,43.39579808147353,23.042457112451267,8.0,15,16.0,1984,0.127375905,B,B,43,8429,3,,3,9,B,196469.0101086229
5669,8,1.0,33.659801427016895,22.84777433069728,5.0,6,5.0,1966,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,147558.82767375454
6184,74,3.0,83.15966281878276,46.50293236017888,12.0,17,17.0,2011,0.075778755,B,B,6,1437,3,,0,2,B,151122.25402060174
1442,139,1.0,38.95140762322532,21.61120979786704,8.0,8,17.0,1988,0.090799103,B,B,74,19083,2,,5,15,B,174353.82385802467
2977,143,2.0,63.672610618053405,,1.0,11,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,194510.14788951524
3911,147,2.0,55.255933464469614,30.6254473543598,9.0,18,17.0,2003,0.24603154800000002,B,A,22,3151,4,2715.0,3,3,B,277204.3674444801
2168,131,1.0,57.088640166299655,23.298211162237678,10.0,4,30.0,2014,0.0,B,B,36,6714,2,2672.0,0,2,B,298237.10646355024
9278,4,3.0,80.01017736006689,45.75452109982377,10.0,12,22.0,1992,0.21843974,B,B,21,4472,6,1450.0,4,7,A,291530.46908450196
3360,207,2.0,56.56444539181994,2.616534652492441,1.0,7,12.0,2015,0.011654127,B,B,4,915,0,,0,0,B,141086.00561585426
1343,164,2.0,54.71634703449904,34.96533125607573,8.0,6,12.0,1982,0.101872465,B,B,23,4583,3,,3,3,B,222907.7513803397
5788,48,2.0,45.1232190583869,29.797924252730752,5.0,2,5.0,1962,0.000995363,B,B,42,7651,1,,1,5,B,179485.93103677806
9272,99,2.0,62.068710764699794,35.040093600333954,10.0,7,22.0,1994,0.019508796000000002,B,B,37,7687,11,176.0,5,5,B,404855.2632138328
6252,74,3.0,103.83861109141466,,1.0,7,9.0,1977,0.014072961,B,B,2,475,0,,0,0,B,201102.0835009756
3258,174,3.0,61.769033714944584,38.69443743574116,6.0,3,9.0,1971,0.089039719,B,B,33,7976,5,,0,11,B,84968.37117809823
8124,60,2.0,53.27412443692214,32.51778279574867,9.0,10,12.0,2007,0.158249043,B,B,21,5731,0,,1,0,B,228880.11238197176
3484,143,1.0,42.76280611378013,41.29125918302197,0.0,12,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,141216.94851037598
5353,114,3.0,58.74587915583202,40.86422647155046,6.0,4,5.0,1962,0.20014680199999998,B,B,23,3975,8,770.0,2,0,B,86706.41350206478
5814,128,4.0,95.98852012902564,,0.0,4,0.0,1977,0.069753361,B,B,53,13670,4,,1,11,B,352426.8394435653
3732,57,2.0,51.352511138551705,,1.0,16,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,146183.9610029803
5668,27,2.0,47.91506775687624,29.6776822244001,5.0,4,5.0,1964,0.036122292,B,B,24,4378,0,1036.0,1,1,B,196084.17734211587
121,57,3.0,81.98623617719643,,1.0,15,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,216530.71337810875
3977,162,4.0,98.68670312903869,57.307057812964345,15.0,10,17.0,2008,0.158249043,B,B,21,5731,0,,1,0,B,373510.0571282724
6958,66,1.0,42.3512518288531,21.46728733865214,9.0,4,17.0,2013,0.09229064199999999,B,B,21,4346,2,165.0,1,2,B,90191.64805905994
